NombreMunicipio,CodigoMunicipio,UbicaciÃ³n,NombreRegion,CodigoRegion,Anio,CausaMortalidad,TipoPoblacionObjetivo,Poblacion,Casos,Tasa_x_100k
Salgar,5642,POINT (-75.979184 5.963438),SUROESTE,8,2015,Suicidios,Poblacion total,18427,2,10.853638682368265
San AndrÃ©s de Cuerquia,5647,POINT (-75.67649 6.914739),NORTE,5,2015,Suicidios,Poblacion total,7280,0,0.0
San Carlos,5649,POINT (-74.992086 6.188726),ORIENTE,7,2015,Suicidios,Poblacion total,17016,0,0.0
San Francisco,5652,POINT (-75.102069 5.964854),ORIENTE,7,2015,Suicidios,Poblacion total,5672,0,0.0
San JerÃ³nimo,5656,POINT (-75.72792 6.442677),OCCIDENTE,6,2015,Suicidios,Poblacion total,14800,1,6.756756756756757
San JosÃ© de La MontaÃ±a,5658,POINT (-75.683472 6.848958),NORTE,5,2015,Suicidios,Poblacion total,3591,0,0.0
San Juan de UrabÃ¡,5659,POINT (-76.524538 8.766496),URABA,9,2015,Suicidios,Poblacion total,19025,1,5.256241787122208
San Luis,5660,POINT (-74.994436 6.042772),ORIENTE,7,2015,Suicidios,Poblacion total,13022,0,0.0
San Pedro de Los Milagros,5664,POINT (-75.555959 6.461815),NORTE,5,2015,Suicidios,Poblacion total,20970,3,14.306151645207441
San Pedro de UrabÃ¡,5665,POINT (-76.382921 8.277916),URABA,9,2015,Suicidios,Poblacion total,29792,2,6.713211600429645
San Rafael,5667,POINT (-75.028257 6.295426),ORIENTE,7,2015,Suicidios,Poblacion total,15756,0,0.0
San Roque,5670,POINT (-75.019485 6.485044),NORDESTE,4,2015,Suicidios,Poblacion total,21171,3,14.170327334561428
San Vicente,5674,POINT (-75.331782 6.282678),ORIENTE,7,2015,Suicidios,Poblacion total,21800,0,0.0
Santa BÃ¡rbara,5679,POINT (-75.568167 5.874215),SUROESTE,8,2015,Suicidios,Poblacion total,26771,2,7.47077060998842
Santa Fe de Antioquia,5042,POINT (-75.827742 6.556455),OCCIDENTE,6,2015,Suicidios,Poblacion total,25252,1,3.96008236971329
Santa Rosa de Osos,5686,POINT (-75.460696 6.648965),NORTE,5,2015,Suicidios,Poblacion total,34887,2,5.732794450654971
Santo Domingo,5690,POINT (-75.164398 6.471292),NORDESTE,4,2015,Suicidios,Poblacion total,12604,0,0.0
Segovia,5736,POINT (-75.164407 6.471289),NORDESTE,4,2015,Suicidios,Poblacion total,36088,2,5.542008423852804
SonsÃ³n,5756,POINT (-75.31098 5.709254),ORIENTE,7,2015,Suicidios,Poblacion total,36363,4,11.00019250336881
SopetrÃ¡n,5761,POINT (-75.742487 6.500955),OCCIDENTE,6,2015,Suicidios,Poblacion total,14773,0,0.0
TÃ¡mesis,5789,POINT (-75.712508 5.662788),SUROESTE,8,2015,Suicidios,Poblacion total,16564,0,0.0
TarazÃ¡,5790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2015,Suicidios,Poblacion total,25566,4,15.645779550966127
Tarso,5792,POINT (-75.82213 5.865469),SUROESTE,8,2015,Suicidios,Poblacion total,6210,1,16.10305958132045
TitiribÃ­,5809,POINT (-75.793717 6.063419),SUROESTE,8,2015,Suicidios,Poblacion total,11013,1,9.08017797148824
Toledo,5819,POINT (-75.691555 7.01096),NORTE,5,2015,Suicidios,Poblacion total,5085,0,0.0
Turbo,5837,POINT (-76.728476 8.095151),URABA,9,2015,Suicidios,Poblacion total,118571,5,4.216882711624259
Uramita,5842,POINT (-76.266639 7.001396),OCCIDENTE,6,2015,Suicidios,Poblacion total,7050,1,14.184397163120567
Urrao,5847,POINT (-76.134557 6.317018),SUROESTE,8,2015,Suicidios,Poblacion total,29540,1,3.3852403520649967
Valdivia,5854,POINT (-75.391627 7.292119),NORTE,5,2015,Suicidios,Poblacion total,13698,0,0.0
ValparaÃ­so,5856,POINT (-75.62448 5.616356),SUROESTE,8,2015,Suicidios,Poblacion total,6821,0,0.0
VegachÃ­,5858,POINT (-74.798745 6.77151),NORDESTE,4,2015,Suicidios,Poblacion total,11750,1,8.51063829787234
Venecia,5861,POINT (-75.733897 5.963555),SUROESTE,8,2015,Suicidios,Poblacion total,11626,0,0.0
VigÃ­a del Fuerte,5873,POINT (-76.896085 6.589081),URABA,9,2015,Suicidios,Poblacion total,8776,0,0.0
YalÃ­,5885,POINT (-74.842107 6.675328),NORDESTE,4,2015,Suicidios,Poblacion total,7606,0,0.0
Yarumal,5887,POINT (-75.416733 6.963321),NORTE,5,2015,Suicidios,Poblacion total,40418,3,7.422435548517987
YolombÃ³,5890,POINT (-75.01183 6.59926),NORDESTE,4,2015,Suicidios,Poblacion total,22209,0,0.0
YondÃ³,5893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2015,Suicidios,Poblacion total,17813,0,0.0
Zaragoza,5895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2015,Suicidios,Poblacion total,24145,2,8.283288465520812
Abejorral,5002,POINT (-75.427045 5.79145),ORIENTE,7,2016,Suicidios,Poblacion total,20534,2,9.739943508327652
AbriaquÃ­,5004,POINT (-76.064563 6.63197),OCCIDENTE,6,2016,Suicidios,Poblacion total,2629,0,0.0
AlejandrÃ­a,5021,POINT (-75.141258 6.376923),ORIENTE,7,2016,Suicidios,Poblacion total,4620,0,0.0
AmagÃ¡,5030,POINT (-75.703216 6.04063),SUROESTE,8,2016,Suicidios,Poblacion total,29394,3,10.206164523372117
Amalfi,5031,POINT (-75.075028 6.907385),NORDESTE,4,2016,Suicidios,Poblacion total,25194,0,0.0
Andes,5034,POINT (-75.877699 5.655629),SUROESTE,8,2016,Suicidios,Poblacion total,42683,4,9.371412506149989
AngelÃ³polis,5036,POINT (-75.710262 6.111531),SUROESTE,8,2016,Suicidios,Poblacion total,5781,0,0.0
Angostura,5038,POINT (-75.334973 6.885789),NORTE,5,2016,Suicidios,Poblacion total,11486,1,8.706251088281386
AnorÃ­,5040,POINT (-75.145827 7.073577),NORDESTE,4,2016,Suicidios,Poblacion total,17723,0,0.0
AnzÃ¡,5044,POINT (-75.854027 6.303405),OCCIDENTE,6,2016,Suicidios,Poblacion total,6961,0,0.0
ApartadÃ³,5045,POINT (-76.630692 7.887047),URABA,9,2016,Suicidios,Poblacion total,115555,7,6.057721431353036
Arboletes,5051,POINT (-76.427353 8.852936),URABA,9,2016,Suicidios,Poblacion total,28981,2,6.901073116869673
Argelia,5055,POINT (-75.142821 5.731236),ORIENTE,7,2016,Suicidios,Poblacion total,7929,0,0.0
Armenia,5059,POINT (-75.787666 6.156497),OCCIDENTE,6,2016,Suicidios,Poblacion total,5212,0,0.0
Barbosa,5079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,50281,4,7.95529126310137
Bello,5088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,499621,26,5.20394458999922
Belmira,5086,POINT (-75.667252 6.606713),NORTE,5,2016,Suicidios,Poblacion total,5938,0,0.0
Betania,5091,POINT (-75.976261 5.745292),SUROESTE,8,2016,Suicidios,Poblacion total,10484,2,19.07668828691339
Betulia,5093,POINT (-75.984594 6.113454),SUROESTE,8,2016,Suicidios,Poblacion total,15445,1,6.474587245063128
BriceÃ±o,5107,POINT (-75.551532 7.110465),NORTE,5,2016,Suicidios,Poblacion total,8075,1,12.38390092879257
BuriticÃ¡,5113,POINT (-75.907102 6.719872),OCCIDENTE,6,2016,Suicidios,Poblacion total,9157,1,10.920607185759529
CÃ¡ceres,5120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2016,Suicidios,Poblacion total,28134,1,3.5544181417501957
Caicedo,5125,POINT (-75.982545 6.406072),OCCIDENTE,6,2016,Suicidios,Poblacion total,8185,0,0.0
Caldas,5129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,76766,5,6.513300158924524
Campamento,5134,POINT (-75.29634 6.979113),NORTE,5,2016,Suicidios,Poblacion total,9250,2,21.62162162162162
CaÃ±asgordas,5138,POINT (-76.025603 6.749957),OCCIDENTE,6,2016,Suicidios,Poblacion total,15670,0,0.0
CaracolÃ­,5142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2016,Suicidios,Poblacion total,4736,1,21.114864864864867
Caramanta,5145,POINT (-75.644483 5.548681),SUROESTE,8,2016,Suicidios,Poblacion total,4952,0,0.0
Carepa,5147,POINT (-76.655568 7.755937),URABA,9,2016,Suicidios,Poblacion total,45489,2,4.3966673261667655
Carolina,5150,POINT (-75.281494 6.723626),NORTE,5,2016,Suicidios,Poblacion total,3900,0,0.0
Caucasia,5154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2016,Suicidios,Poblacion total,86492,3,3.468528881283818
ChigorodÃ³,5172,POINT (-76.685044 7.672652),URABA,9,2016,Suicidios,Poblacion total,54908,4,7.284912945290303
Cisneros,5190,POINT (-75.087684 6.538526),NORDESTE,4,2016,Suicidios,Poblacion total,9617,1,10.398253093480296
Ciudad BolÃ­var,5101,POINT (-76.020994 5.850015),SUROESTE,8,2016,Suicidios,Poblacion total,25996,2,7.693491306354824
CocornÃ¡,5197,POINT (-75.185273 6.057769),ORIENTE,7,2016,Suicidios,Poblacion total,15873,2,12.6000126000126
ConcepciÃ³n,5206,POINT (-75.259425 6.394975),ORIENTE,7,2016,Suicidios,Poblacion total,4850,0,0.0
Concordia,5209,POINT (-75.907256 6.046154),SUROESTE,8,2016,Suicidios,Poblacion total,21153,2,9.454923651491514
Copacabana,5212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,74957,5,6.670491081553425
Dabeiba,5234,POINT (-76.266682 7.001567),OCCIDENTE,6,2016,Suicidios,Poblacion total,22673,1,4.410532351254797
DonmatÃ­as,5237,POINT (-75.394608 6.486305),NORTE,5,2016,Suicidios,Poblacion total,18332,1,5.454942177612917
EbÃ©jico,5240,POINT (-75.768514 6.326468),OCCIDENTE,6,2016,Suicidios,Poblacion total,12227,0,0.0
El Bagre,5250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2016,Suicidios,Poblacion total,49488,2,4.04138376980278
El Carmen de Viboral,5148,POINT (-75.335351 6.083283),ORIENTE,7,2016,Suicidios,Poblacion total,57208,5,8.74003635855125
El PeÃ±ol,5541,POINT (-75.161743 6.234274),ORIENTE,7,2016,Suicidios,Poblacion total,20351,2,9.827526902854897
El Retiro,5607,POINT (-75.502683 6.057336),ORIENTE,7,2016,Suicidios,Poblacion total,22486,3,13.341634794983545
El Santuario,5697,POINT (-75.265676 6.139528),ORIENTE,7,2016,Suicidios,Poblacion total,34347,4,11.645849710309488
EntrerrÃ­os,5264,POINT (-75.517037 6.567385),NORTE,5,2016,Suicidios,Poblacion total,10830,0,0.0
Envigado,5266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,218805,17,7.7694751034025735
Fredonia,5282,POINT (-75.671749 5.927145),SUROESTE,8,2016,Suicidios,Poblacion total,24143,2,8.283974651037568
Frontino,5284,POINT (-76.128568 6.77975),OCCIDENTE,6,2016,Suicidios,Poblacion total,20813,2,9.609378753663576
Giraldo,5306,POINT (-75.953365 6.680421),OCCIDENTE,6,2016,Suicidios,Poblacion total,5396,0,0.0
Girardota,5308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,49613,3,6.046802249410437
GÃ³mez Plata,5310,POINT (-75.219375 6.681523),NORTE,5,2016,Suicidios,Poblacion total,9662,1,10.3498240529911
Granada,5313,POINT (-75.18443 6.14432),ORIENTE,7,2016,Suicidios,Poblacion total,10654,0,0.0
Guadalupe,5315,POINT (-75.240458 6.814987),NORTE,5,2016,Suicidios,Poblacion total,6464,0,0.0
Guarne,5318,POINT (-75.442619 6.279958),ORIENTE,7,2016,Suicidios,Poblacion total,52793,4,7.576762070729074
GuatapÃ©,5321,POINT (-75.161723 6.234276),ORIENTE,7,2016,Suicidios,Poblacion total,8068,1,12.394645513138324
Heliconia,5347,POINT (-75.733349 6.207128),OCCIDENTE,6,2016,Suicidios,Poblacion total,5562,0,0.0
Hispania,5353,POINT (-75.907416 5.799621),SUROESTE,8,2016,Suicidios,Poblacion total,5418,0,0.0
ItagÃ¼Ã­,5360,POINT (-75.609585 6.172619),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,266257,15,5.633654702036003
Ituango,5361,POINT (-75.764081 7.172568),NORTE,5,2016,Suicidios,Poblacion total,26625,1,3.755868544600939
JardÃ­n,5364,POINT (-75.819483 5.599097),SUROESTE,8,2016,Suicidios,Poblacion total,14357,0,0.0
JericÃ³,5368,POINT (-75.786118 5.791557),SUROESTE,8,2016,Suicidios,Poblacion total,13697,0,0.0
La Ceja,5376,POINT (-75.431681 6.030682),ORIENTE,7,2016,Suicidios,Poblacion total,62185,4,6.432419393744472
La Estrella,5380,POINT (-75.643382 6.157644),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,68483,7,10.221514828497583
La Pintada,5390,POINT (-75.606525 5.747143),SUROESTE,8,2016,Suicidios,Poblacion total,8343,0,0.0
La UniÃ³n,5400,POINT (-75.361241 5.973832),ORIENTE,7,2016,Suicidios,Poblacion total,20784,0,0.0
Liborina,5411,POINT (-75.811313 6.67786),OCCIDENTE,6,2016,Suicidios,Poblacion total,10094,1,9.906875371507827
Maceo,5425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2016,Suicidios,Poblacion total,8277,0,0.0
Marinilla,5440,POINT (-75.334772 6.173718),ORIENTE,7,2016,Suicidios,Poblacion total,62194,2,3.215744284014535
MedellÃ­n,5001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,2351077,164,6.975526535285743
Montebello,5467,POINT (-75.524621 5.945694),SUROESTE,8,2016,Suicidios,Poblacion total,6786,0,0.0
MurindÃ³,5475,POINT (-76.82131 6.981328),URABA,9,2016,Suicidios,Poblacion total,4696,0,0.0
MutatÃ¡,5480,POINT (-76.436928 7.245319),URABA,9,2016,Suicidios,Poblacion total,13625,2,14.678899082568806
NariÃ±o,5483,POINT (-75.176323 5.609727),ORIENTE,7,2016,Suicidios,Poblacion total,10501,1,9.5229025807066
NechÃ­,5495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2016,Suicidios,Poblacion total,24697,0,0.0
NecoclÃ­,5490,POINT (-76.786829 8.424299),URABA,9,2016,Suicidios,Poblacion total,41016,0,0.0
Olaya,5501,POINT (-75.81238 6.628142),OCCIDENTE,6,2016,Suicidios,Poblacion total,3092,1,32.34152652005175
Peque,5543,POINT (-75.908927 7.021696),OCCIDENTE,6,2016,Suicidios,Poblacion total,7991,0,0.0
Pueblorrico,5576,POINT (-75.841914 5.790844),SUROESTE,8,2016,Suicidios,Poblacion total,8739,0,0.0
Puerto BerrÃ­o,5579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2016,Suicidios,Poblacion total,38302,1,2.6108297216855516
Puerto Nare,5585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2016,Suicidios,Poblacion total,14370,1,6.958942240779402
Puerto Triunfo,5591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2016,Suicidios,Poblacion total,17294,0,0.0
Remedios,5604,POINT (-74.69368 7.02808),NORDESTE,4,2016,Suicidios,Poblacion total,27530,4,14.529604068289139
Rionegro,5615,POINT (-75.373872 6.153548),ORIENTE,7,2016,Suicidios,Poblacion total,129753,6,4.624170539409493
Sabanalarga,5628,POINT (-75.818245 6.850482),OCCIDENTE,6,2016,Suicidios,Poblacion total,8881,2,22.519986488008108
Sabaneta,5631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2016,Suicidios,Poblacion total,77966,4,5.1304414744888795
Salgar,5642,POINT (-75.979184 5.963438),SUROESTE,8,2016,Suicidios,Poblacion total,18341,2,10.90453083256093
San AndrÃ©s de Cuerquia,5647,POINT (-75.67649 6.914739),NORTE,5,2016,Suicidios,Poblacion total,7270,1,13.75515818431912
San Carlos,5649,POINT (-74.992086 6.188726),ORIENTE,7,2016,Suicidios,Poblacion total,16739,0,0.0
San Francisco,5652,POINT (-75.102069 5.964854),ORIENTE,7,2016,Suicidios,Poblacion total,5649,1,17.702248185519558
San JerÃ³nimo,5656,POINT (-75.72792 6.442677),OCCIDENTE,6,2016,Suicidios,Poblacion total,14912,1,6.706008583690987
San JosÃ© de La MontaÃ±a,5658,POINT (-75.683472 6.848958),NORTE,5,2016,Suicidios,Poblacion total,3576,0,0.0
San Juan de UrabÃ¡,5659,POINT (-76.524538 8.766496),URABA,9,2016,Suicidios,Poblacion total,19332,0,0.0
San Luis,5660,POINT (-74.994436 6.042772),ORIENTE,7,2016,Suicidios,Poblacion total,12993,2,15.392903871315323
San Pedro de Los Milagros,5664,POINT (-75.555959 6.461815),NORTE,5,2016,Suicidios,Poblacion total,21226,3,14.133609723923492
San Pedro de UrabÃ¡,5665,POINT (-76.382921 8.277916),URABA,9,2016,Suicidios,Poblacion total,30106,1,3.3215970238490664
San Rafael,5667,POINT (-75.028257 6.295426),ORIENTE,7,2016,Suicidios,Poblacion total,15721,5,31.80459258316901
San Roque,5670,POINT (-75.019485 6.485044),NORDESTE,4,2016,Suicidios,Poblacion total,21217,2,9.426403355799595
San Vicente,5674,POINT (-75.331782 6.282678),ORIENTE,7,2016,Suicidios,Poblacion total,21860,0,0.0
Santa BÃ¡rbara,5679,POINT (-75.568167 5.874215),SUROESTE,8,2016,Suicidios,Poblacion total,26671,2,7.4987814480146975
Santa Fe de Antioquia,5042,POINT (-75.827742 6.556455),OCCIDENTE,6,2016,Suicidios,Poblacion total,25462,3,11.7822637656115
Santa Rosa de Osos,5686,POINT (-75.460696 6.648965),NORTE,5,2016,Suicidios,Poblacion total,35308,4,11.328877308258752
Santo Domingo,5690,POINT (-75.164398 6.471292),NORDESTE,4,2016,Suicidios,Poblacion total,12535,0,0.0
Segovia,5736,POINT (-75.164407 6.471289),NORDESTE,4,2016,Suicidios,Poblacion total,36605,3,8.195601693757682
SonsÃ³n,5756,POINT (-75.31098 5.709254),ORIENTE,7,2016,Suicidios,Poblacion total,36242,1,2.7592296230892335
SopetrÃ¡n,5761,POINT (-75.742487 6.500955),OCCIDENTE,6,2016,Suicidios,Poblacion total,14882,1,6.719526945303051
TÃ¡mesis,5789,POINT (-75.712508 5.662788),SUROESTE,8,2016,Suicidios,Poblacion total,16441,3,18.24706526367009
TarazÃ¡,5790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2016,Suicidios,Poblacion total,25973,3,11.5504562430216
Tarso,5792,POINT (-75.82213 5.865469),SUROESTE,8,2016,Suicidios,Poblacion total,6141,0,0.0
TitiribÃ­,5809,POINT (-75.793717 6.063419),SUROESTE,8,2016,Suicidios,Poblacion total,10992,0,0.0
Toledo,5819,POINT (-75.691555 7.01096),NORTE,5,2016,Suicidios,Poblacion total,5049,0,0.0
Turbo,5837,POINT (-76.728476 8.095151),URABA,9,2016,Suicidios,Poblacion total,120238,4,3.3267353083051945
Uramita,5842,POINT (-76.266639 7.001396),OCCIDENTE,6,2016,Suicidios,Poblacion total,6957,0,0.0
Urrao,5847,POINT (-76.134557 6.317018),SUROESTE,8,2016,Suicidios,Poblacion total,29631,1,3.374843913469002
Valdivia,5854,POINT (-75.391627 7.292119),NORTE,5,2016,Suicidios,Poblacion total,13683,1,7.308338814587444
ValparaÃ­so,5856,POINT (-75.62448 5.616356),SUROESTE,8,2016,Suicidios,Poblacion total,6747,0,0.0
VegachÃ­,5858,POINT (-74.798745 6.77151),NORDESTE,4,2016,Suicidios,Poblacion total,11757,0,0.0
Venecia,5861,POINT (-75.733897 5.963555),SUROESTE,8,2016,Suicidios,Poblacion total,11634,0,0.0
VigÃ­a del Fuerte,5873,POINT (-76.896085 6.589081),URABA,9,2016,Suicidios,Poblacion total,8842,0,0.0
YalÃ­,5885,POINT (-74.842107 6.675328),NORDESTE,4,2016,Suicidios,Poblacion total,7618,0,0.0
Yarumal,5887,POINT (-75.416733 6.963321),NORTE,5,2016,Suicidios,Poblacion total,40691,5,12.287729473347916
YolombÃ³,5890,POINT (-75.01183 6.59926),NORDESTE,4,2016,Suicidios,Poblacion total,22278,0,0.0
YondÃ³,5893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2016,Suicidios,Poblacion total,18204,2,10.986596352450011
Zaragoza,5895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2016,Suicidios,Poblacion total,24233,1,4.12660421738951
Abejorral,5002,POINT (-75.427045 5.79145),ORIENTE,7,2017,Suicidios,Poblacion total,20437,1,4.89308606938396
AbriaquÃ­,5004,POINT (-76.064563 6.63197),OCCIDENTE,6,2017,Suicidios,Poblacion total,2652,0,0.0
AlejandrÃ­a,5021,POINT (-75.141258 6.376923),ORIENTE,7,2017,Suicidios,Poblacion total,4600,0,0.0
AmagÃ¡,5030,POINT (-75.703216 6.04063),SUROESTE,8,2017,Suicidios,Poblacion total,29663,1,3.371203182415804
Amalfi,5031,POINT (-75.075028 6.907385),NORDESTE,4,2017,Suicidios,Poblacion total,25518,1,3.918802413982287
Andes,5034,POINT (-75.877699 5.655629),SUROESTE,8,2017,Suicidios,Poblacion total,42817,1,2.3355209379452084
AngelÃ³polis,5036,POINT (-75.710262 6.111531),SUROESTE,8,2017,Suicidios,Poblacion total,5745,0,0.0
Angostura,5038,POINT (-75.334973 6.885789),NORTE,5,2017,Suicidios,Poblacion total,11396,1,8.775008775008775
AnorÃ­,5040,POINT (-75.145827 7.073577),NORDESTE,4,2017,Suicidios,Poblacion total,17991,3,16.67500416875104
AnzÃ¡,5044,POINT (-75.854027 6.303405),OCCIDENTE,6,2017,Suicidios,Poblacion total,6970,0,0.0
ApartadÃ³,5045,POINT (-76.630692 7.887047),URABA,9,2017,Suicidios,Poblacion total,118064,3,2.5409947147309935
Arboletes,5051,POINT (-76.427353 8.852936),URABA,9,2017,Suicidios,Poblacion total,29045,0,0.0
Argelia,5055,POINT (-75.142821 5.731236),ORIENTE,7,2017,Suicidios,Poblacion total,7771,0,0.0
Armenia,5059,POINT (-75.787666 6.156497),OCCIDENTE,6,2017,Suicidios,Poblacion total,5189,0,0.0
Barbosa,5079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2017,Suicidios,Poblacion total,51049,0,0.0
Bello,5088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2017,Suicidios,Poblacion total,510031,25,4.901662840101876
Belmira,5086,POINT (-75.667252 6.606713),NORTE,5,2017,Suicidios,Poblacion total,5952,0,0.0
Betania,5091,POINT (-75.976261 5.745292),SUROESTE,8,2017,Suicidios,Poblacion total,10377,0,0.0
Betulia,5093,POINT (-75.984594 6.113454),SUROESTE,8,2017,Suicidios,Poblacion total,15494,1,6.4541112688782745
BriceÃ±o,5107,POINT (-75.551532 7.110465),NORTE,5,2017,Suicidios,Poblacion total,8053,1,12.417732522041476
BuriticÃ¡,5113,POINT (-75.907102 6.719872),OCCIDENTE,6,2017,Suicidios,Poblacion total,9212,0,0.0
CÃ¡ceres,5120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2017,Suicidios,Poblacion total,28551,0,0.0
Caicedo,5125,POINT (-75.982545 6.406072),OCCIDENTE,6,2017,Suicidios,Poblacion total,8220,2,24.330900243309003
Caldas,5129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2017,Suicidios,Poblacion total,78000,0,0.0
Campamento,5134,POINT (-75.29634 6.979113),NORTE,5,2017,Suicidios,Poblacion total,9196,4,43.49717268377555
CaÃ±asgordas,5138,POINT (-76.025603 6.749957),OCCIDENTE,6,2017,Suicidios,Poblacion total,15566,0,0.0
CaracolÃ­,5142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2017,Suicidios,Poblacion total,4539,0,0.0
Caramanta,5145,POINT (-75.644483 5.548681),SUROESTE,8,2017,Suicidios,Poblacion total,4789,0,0.0
Carepa,5147,POINT (-76.655568 7.755937),URABA,9,2017,Suicidios,Poblacion total,46629,1,2.1445881318492783
Carolina,5150,POINT (-75.281494 6.723626),NORTE,5,2017,Suicidios,Poblacion total,3888,0,0.0
Caucasia,5154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2017,Suicidios,Poblacion total,88188,5,5.669705628883748
ChigorodÃ³,5172,POINT (-76.685044 7.672652),URABA,9,2017,Suicidios,Poblacion total,56044,0,0.0
Cisneros,5190,POINT (-75.087684 6.538526),NORDESTE,4,2017,Suicidios,Poblacion total,9747,0,0.0
Ciudad BolÃ­var,5101,POINT (-76.020994 5.850015),SUROESTE,8,2017,Suicidios,Poblacion total,25975,2,7.699711260827719
CocornÃ¡,5197,POINT (-75.185273 6.057769),ORIENTE,7,2017,Suicidios,Poblacion total,15667,1,6.382842918235783
ConcepciÃ³n,5206,POINT (-75.259425 6.394975),ORIENTE,7,2017,Suicidios,Poblacion total,4833,0,0.0
Concordia,5209,POINT (-75.907256 6.046154),SUROESTE,8,2017,Suicidios,Poblacion total,21275,3,14.101057579318448
Copacabana,5212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2017,Suicidios,Poblacion total,76210,6,7.8729825482220175
Dabeiba,5234,POINT (-76.266682 7.001567),OCCIDENTE,6,2017,Suicidios,Poblacion total,22836,5,21.895253109125942
DonmatÃ­as,5237,POINT (-75.394608 6.486305),NORTE,5,2017,Suicidios,Poblacion total,18533,2,10.791560999298548
EbÃ©jico,5240,POINT (-75.768514 6.326468),OCCIDENTE,6,2017,Suicidios,Poblacion total,12177,2,16.424406668309107
El Bagre,5250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2017,Suicidios,Poblacion total,50544,3,5.935422602089269
El Carmen de Viboral,5148,POINT (-75.335351 6.083283),ORIENTE,7,2017,Suicidios,Poblacion total,58120,1,1.720578114246387
El PeÃ±ol,5541,POINT (-75.161743 6.234274),ORIENTE,7,2017,Suicidios,Poblacion total,20694,0,0.0
El Retiro,5607,POINT (-75.502683 6.057336),ORIENTE,7,2017,Suicidios,Poblacion total,23017,4,17.37845939957423
El Santuario,5697,POINT (-75.265676 6.139528),ORIENTE,7,2017,Suicidios,Poblacion total,34862,0,0.0
EntrerrÃ­os,5264,POINT (-75.517037 6.567385),NORTE,5,2017,Suicidios,Poblacion total,10986,0,0.0
Envigado,5266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2017,Suicidios,Poblacion total,223456,17,7.60776170700272
Fredonia,5282,POINT (-75.671749 5.927145),SUROESTE,8,2017,Suicidios,Poblacion total,24252,3,12.370113805047009
Frontino,5284,POINT (-76.128568 6.77975),OCCIDENTE,6,2017,Suicidios,Poblacion total,20820,0,0.0
Giraldo,5306,POINT (-75.953365 6.680421),OCCIDENTE,6,2017,Suicidios,Poblacion total,5460,0,0.0
Girardota,5308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2017,Suicidios,Poblacion total,50456,5,9.90962422704931
GÃ³mez Plata,5310,POINT (-75.219375 6.681523),NORTE,5,2017,Suicidios,Poblacion total,9676,0,0.0
Granada,5313,POINT (-75.18443 6.14432),ORIENTE,7,2017,Suicidios,Poblacion total,10397,0,0.0
Guadalupe,5315,POINT (-75.240458 6.814987),NORTE,5,2017,Suicidios,Poblacion total,6496,0,0.0
Guarne,5318,POINT (-75.442619 6.279958),ORIENTE,7,2017,Suicidios,Poblacion total,53835,4,7.4301105228940285
GuatapÃ©,5321,POINT (-75.161723 6.234276),ORIENTE,7,2017,Suicidios,Poblacion total,8203,1,12.190661952944046
Heliconia,5347,POINT (-75.733349 6.207128),OCCIDENTE,6,2017,Suicidios,Poblacion total,5526,0,0.0
Hispania,5353,POINT (-75.907416 5.799621),SUROESTE,8,2017,Suicidios,Poblacion total,5393,0,0.0
